gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,avg_monthly_value,tenure_ratio,service_density,tenure_MonthlyCharges,Churn
0,0,1,0,42,1,1,1,0,1,0,0,1,1,94.4,4014.6,1,0,0,0,0,1,0,93.36279069767441,0.010459209084570176,1,3964.8,0
1,0,0,0,64,1,1,0,1,1,1,1,1,1,110.5,7069.25,1,0,0,1,1,0,0,108.75769230769231,0.009052013719458294,2,7072.0,0
0,0,1,1,7,0,0,1,1,1,0,1,1,0,58.85,465.7,0,0,0,0,0,0,1,58.2125,0.014998928647953718,2,411.95,0
0,0,1,1,31,0,0,1,0,1,1,1,1,0,59.95,1848.8,0,0,1,0,0,1,0,57.775,0.01675856849389123,2,1858.45,0
0,0,0,0,4,1,0,0,0,0,0,0,0,1,81.02394052930443,320.27233338646994,1,0,0,0,0,1,0,60.990729485520895,0.013363407144538052,0,344.3112069515426,1
0,0,0,0,14,1,0,0,0,0,0,0,1,1,80.52909917729693,1152.7814302441186,1,0,0,0,0,1,0,72.98091894299412,0.012828953541159859,0,1191.2160015817437,1
0,0,1,1,5,1,1,0,1,0,0,0,0,1,80.15,385.0,1,0,0,0,0,1,0,64.16666666666667,0.012953367875647668,1,400.75,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.88490855797642,69.88490855797642,1,0,0,0,0,1,0,34.94245427898821,0.014107376664783478,0,69.88490855797642,1
0,0,0,0,33,1,0,0,1,1,0,0,0,1,79.0,2576.8,1,0,0,0,1,0,0,75.78823529411765,0.012801613779191558,1,2607.0,0
0,0,1,0,61,1,1,0,0,0,0,1,0,1,97.26371294994554,5911.563133358587,1,0,0,0,0,0,0,95.15704882478039,0.010365694211309725,1,5944.660303178061,1
1,0,1,1,59,1,0,0,0,0,0,0,0,0,19.5,1222.65,0,1,0,1,1,0,0,20.3775,0.04821640174886609,0,1150.5,0
0,0,0,0,40,1,1,0,0,1,1,1,1,0,104.36605583647103,4148.005934050571,1,0,0,0,0,0,0,100.68825616747652,0.009688247992575403,1,4194.879811267056,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,46.2,46.2,0,0,0,0,1,0,0,23.1,0.0211864406779661,0,46.2,1
1,0,0,0,5,0,0,0,1,0,0,1,1,1,50.95,229.4,0,0,0,0,1,0,0,38.233333333333334,0.021701388888888888,1,254.75,0
0,1,1,0,72,1,0,1,1,0,1,0,0,1,84.8,6141.65,1,0,0,1,1,0,0,84.13219178082191,0.011721325486557105,3,6105.599999999999,0
1,0,0,0,2,0,0,0,0,0,0,0,0,0,24.5,46.4,0,0,0,0,0,1,0,15.466666666666667,0.04219409282700422,0,49.0,0
0,0,1,0,66,1,1,0,1,1,0,1,1,0,104.82756190736474,7115.546355822779,1,0,0,0,0,0,0,105.90608873081239,0.00930161404536448,1,6938.564425267551,1
1,0,1,0,71,1,1,0,0,0,0,1,1,0,92.52807903471188,6449.313414349355,0,0,0,1,0,0,0,88.42502055748582,0.011153088971760096,2,6656.168886057253,1
1,0,1,1,15,1,0,0,0,0,0,0,0,0,20.05,284.3,0,1,0,0,0,0,1,17.76875,0.052576235541535225,0,300.75,0
0,0,0,0,15,1,1,0,0,0,0,0,0,1,75.59508029707091,1134.7293919925787,1,0,0,0,0,0,1,70.92058699953617,0.013207804580834547,0,1133.9262044560637,1
1,1,1,1,56,1,0,1,0,0,1,1,1,1,72.6,4084.35,0,0,0,1,1,0,0,71.65526315789474,0.01370751587991237,2,4065.5999999999995,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.529597599281043,20.529597599281043,0,1,0,0,0,0,1,10.264798799640522,0.04644774704736191,0,20.529597599281043,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,1,0,0,0,0,1,9.775,0.048661800486618,0,19.55,0
0,0,1,1,42,0,0,1,0,1,1,1,0,0,48.15,2032.3,0,0,0,1,1,0,0,47.26279069767442,0.02065607632912015,2,2022.3,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.55,45.55,0,0,0,0,0,0,1,22.775,0.021482277121374866,0,45.55,0
0,0,1,1,23,1,1,0,0,0,0,0,0,1,48.35,1067.15,0,0,1,0,1,0,0,44.46458333333334,0.02153255628891073,0,1112.05,1
0,1,0,0,1,1,0,0,0,0,0,0,0,1,71.65,71.65,1,0,0,0,0,1,0,35.825,0.013764624913971093,0,71.65,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.14013463279747,70.14013463279747,1,0,0,0,0,0,0,35.070067316398735,0.0140567639270064,0,70.14013463279747,1
1,1,0,0,6,0,0,0,0,0,0,1,1,1,44.4,263.05,0,0,0,0,0,1,0,37.57857142857143,0.02272296913463359,0,266.4,0
0,0,0,0,3,1,0,0,0,0,0,0,0,1,79.99845336637213,258.22945243715594,1,0,0,0,0,1,0,64.55736310928899,0.011576603810974164,0,239.9953600991164,1
1,0,0,0,5,1,1,0,0,0,0,0,0,0,25.45,134.75,0,1,0,0,0,0,1,22.458333333333332,0.03683241252302026,0,127.25,0
1,0,0,0,3,1,0,0,1,0,0,1,1,1,95.34908362070396,308.102771644129,1,0,0,0,0,1,0,77.02569291103225,0.009706013117252834,1,286.04725086211187,1
1,0,0,0,53,1,0,0,0,0,0,0,0,0,18.7,1005.7,0,1,0,1,0,0,1,18.624074074074073,0.05264726333565113,0,991.0999999999999,0
1,0,0,0,15,1,1,0,1,0,0,1,1,1,100.15,1415.0,1,0,0,0,0,1,0,88.4375,0.01059322033898305,1,1502.25,0
0,0,0,0,7,1,0,0,0,0,0,0,0,0,80.80224187061111,674.7488812844884,1,0,0,0,0,1,0,76.43864093093876,0.011755008258161963,0,632.3768636009385,1
0,0,0,0,45,1,1,1,0,1,1,1,1,1,108.45,4964.7,1,0,0,0,1,0,0,107.92826086956521,0.009062166461928832,2,4880.25,0
1,0,1,0,22,1,0,0,0,0,0,1,0,1,80.0,1706.45,1,0,0,0,1,0,0,74.19347826086957,0.012884711118920027,0,1760.0,0
0,0,0,0,2,1,0,1,0,1,0,0,0,0,53.45,119.5,0,0,0,0,0,1,0,39.833333333333336,0.016597510373443983,1,106.9,0
0,0,1,1,2,1,0,1,1,0,1,0,0,0,59.5,130.5,0,0,0,1,0,0,1,43.5,0.015209125475285171,3,119.0,0
1,0,0,0,11,1,1,0,0,0,0,0,0,1,76.5,837.95,1,0,0,0,0,1,0,69.82916666666667,0.013111627629775314,0,841.5,1
0,1,1,0,49,1,1,0,0,0,0,0,0,0,79.7944902945573,3829.568665191791,1,0,0,0,0,0,0,76.10955099943489,0.012939118581763484,1,3939.259317474527,1
1,0,0,0,34,1,0,0,1,0,0,0,0,1,73.95,2524.45,1,0,0,0,1,0,0,72.12714285714286,0.013462947197529154,1,2514.3,1
0,0,0,0,62,1,1,0,0,0,0,0,0,0,23.4,1429.65,0,1,0,1,0,0,0,22.692857142857143,0.04333694474539545,0,1450.8,0
0,0,1,0,54,0,0,0,1,0,0,0,0,0,30.4,1621.35,0,0,0,0,0,1,0,29.479090909090907,0.033285049465281845,1,1641.6,0
1,0,1,1,13,1,0,0,0,0,0,0,0,1,19.75,246.7,0,1,0,1,0,0,0,17.62142857142857,0.05248284214775939,0,256.75,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,49.55,49.55,0,0,0,0,0,0,0,24.775,0.019782393669634028,1,49.55,0
0,0,0,0,55,1,0,0,1,0,1,0,1,1,64.2,3627.3,0,0,1,0,0,1,0,64.77321428571429,0.01515861422704848,2,3531.0,0
1,1,0,0,15,1,0,0,1,0,0,0,0,1,75.3,1147.45,1,0,0,0,1,0,0,71.715625,0.01306108232835561,1,1129.5,1
0,0,1,1,60,1,0,0,1,1,0,1,0,0,90.95,5453.4,1,0,1,0,0,1,0,89.39999999999999,0.011000293341155765,1,5457.0,1
1,1,0,0,45,1,1,0,0,1,0,1,1,1,102.15,4735.35,1,0,1,0,0,0,0,102.94239130434784,0.00950098704698766,0,4596.75,0
1,0,0,0,9,1,0,0,1,0,1,1,0,0,66.25,620.55,0,0,0,0,0,0,1,62.05499999999999,0.014479929209234977,2,596.25,1
0,0,1,0,42,0,0,1,0,0,0,1,0,1,40.15,1626.05,0,0,0,0,0,0,0,37.81511627906977,0.025813589010786394,1,1686.3,0
0,0,0,0,11,0,0,0,0,0,0,0,0,0,30.6868621663601,305.27644667952796,0,0,0,0,0,0,0,25.279249201869565,0.03700059145027102,0,335.4690793036924,1
0,0,0,0,57,1,0,0,0,0,0,1,1,1,98.53533424447858,5622.720955627328,1,0,1,0,0,0,0,96.5426400034711,0.010208506578068667,1,5642.045921864391,1
1,0,1,0,23,1,0,0,0,0,1,1,0,0,60.0,1347.15,0,0,1,0,0,0,0,56.13125,0.017060416125802023,1,1380.0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,46.04140549912415,46.04140549912415,0,0,0,0,0,0,0,23.020702749562076,0.021258313469081778,0,46.04140549912415,1
1,0,0,0,8,1,0,0,0,0,0,0,0,1,77.90701896257639,635.5588144025971,1,0,0,0,1,0,0,65.88405363419216,0.013608225247916475,0,672.7085573653328,1
1,0,1,0,33,0,0,1,0,1,1,1,1,0,59.55,2016.3,0,0,0,1,0,0,0,59.30294117647059,0.016358498983790215,2,1965.1499999999999,0
1,0,1,1,72,1,1,0,1,1,0,1,1,1,103.2,7362.9,1,0,1,0,1,0,0,100.86164383561643,0.009777427721723544,1,7430.400000000001,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,86.40307805203288,1774.7353671729195,1,0,0,0,0,0,0,81.31892880893847,0.011820690171970832,0,1798.0334083674802,1
0,0,1,1,37,1,0,0,0,0,0,1,1,0,91.2,3247.55,1,0,1,0,1,0,0,85.46184210526316,0.011389696941712456,0,3374.4,0
0,0,1,1,64,1,0,0,0,0,0,0,0,1,19.7,1274.05,0,1,0,1,0,0,0,19.60076923076923,0.050194110034900596,0,1260.8,0
1,0,0,0,57,1,1,1,1,1,0,1,1,1,112.95,6465.0,1,0,0,1,0,0,0,111.46551724137932,0.008815341787813177,2,6438.150000000001,1
0,0,0,0,70,1,1,0,0,0,0,1,1,1,103.79345674335062,7220.909376094351,1,0,0,0,0,0,0,101.70294895907536,0.009693384686187754,1,7265.541972034543,1
1,0,1,0,41,1,1,1,1,1,0,1,0,1,111.97255116821445,4588.237458522097,1,0,0,0,0,0,0,107.76500026129528,0.00907910820841438,2,4655.808162397327,1
1,0,0,1,15,1,0,1,1,1,1,0,0,0,65.6,1010.0,0,0,1,0,1,0,0,63.125,0.01483679525222552,3,983.9999999999999,0
1,0,0,0,46,1,0,0,0,0,0,0,0,1,21.1,937.1,0,1,0,1,0,1,0,19.938297872340424,0.04903528408485236,0,970.6,0
0,0,0,0,6,1,0,0,1,0,0,1,0,1,84.85,523.5,1,0,0,0,0,1,0,74.78571428571429,0.011439466158245948,1,509.09999999999997,1
0,0,0,0,33,1,0,0,0,0,0,0,0,0,20.35,689.75,0,1,0,1,0,0,1,20.28676470588235,0.04777415852334419,0,671.5500000000001,0
1,1,0,0,18,1,1,0,1,0,1,1,1,1,103.6,1806.35,1,0,0,0,1,0,0,95.07105263157894,0.009959332724707445,2,1864.8,0
1,0,1,1,16,1,1,1,0,1,1,1,1,1,112.95,1882.55,1,0,0,0,0,1,0,110.73823529411764,0.008494597966605611,2,1807.2,0
1,0,0,0,1,1,1,0,0,0,0,1,1,1,93.85,93.85,1,0,0,0,0,1,0,46.925,0.010542962572482868,0,93.85,1
0,1,1,1,64,1,1,0,0,0,0,0,0,1,24.4,1548.65,0,1,0,1,0,0,0,23.825384615384618,0.04129964830768238,0,1561.6,0
1,0,1,0,72,1,1,0,0,0,0,0,0,1,24.15,1776.45,0,1,0,1,1,0,0,24.334931506849315,0.040507468564516584,0,1738.8,0
0,0,1,0,51,1,1,0,0,0,0,1,1,1,94.65,4812.75,1,0,0,0,0,1,0,92.55288461538461,0.010594650740067515,0,4827.150000000001,1
1,0,1,0,53,1,0,0,0,1,0,1,1,1,94.85,5000.2,1,0,1,0,0,0,0,92.59629629629629,0.010597456610413501,0,5027.049999999999,1
1,0,1,1,45,1,0,0,1,0,1,0,0,1,54.15,2319.8,0,0,1,0,1,0,0,50.4304347826087,0.019389865563598757,2,2436.75,1
1,1,0,0,4,1,0,0,0,0,0,1,0,1,83.81985271710005,445.92125953785467,1,0,0,0,1,0,0,74.91409235694525,0.011097033489604554,0,415.084170422342,1
0,1,0,0,39,1,1,0,0,0,0,0,0,0,95.30388151199261,3766.899276738265,1,0,0,0,0,1,0,93.26994505542913,0.01055064244480606,0,3750.686083660061,1
0,0,0,0,6,1,0,0,0,0,0,0,0,0,20.15,130.5,0,1,0,0,0,0,0,18.642857142857142,0.045627376425855515,0,120.89999999999999,0
1,0,1,1,55,1,1,1,0,0,0,1,1,0,100.9,5448.6,1,0,1,0,0,0,1,97.29642857142858,0.010092483852025836,1,5549.5,0
0,0,0,0,47,0,0,0,0,0,0,1,1,1,68.52167299182047,2979.9833340954,0,0,0,0,0,0,0,66.36525610699968,0.015886806404300513,1,3002.0098492815546,1
0,0,0,0,16,1,0,0,0,0,0,1,0,1,89.55535505748446,1539.2140904682644,1,0,0,0,0,1,0,85.6269115638531,0.011022396793966662,0,1520.228089491735,1
1,0,0,0,11,1,1,0,0,1,0,0,0,1,92.46400676666548,1057.7213879624585,1,0,0,0,0,1,0,82.2517368968811,0.011272320735712127,0,1096.066151317719,1
0,0,0,0,54,1,1,1,1,0,1,1,1,1,108.0,5760.65,1,0,0,1,1,0,0,104.7390909090909,0.009372315222201975,3,5832.0,0
1,0,0,0,4,0,0,1,0,1,1,0,1,0,48.25,202.25,0,0,0,0,0,0,1,40.45,0.01968019680196802,2,193.0,0
0,0,0,0,8,1,0,0,0,0,0,1,0,1,78.6137204285143,713.6225316173152,1,0,0,0,0,0,0,72.05713326700337,0.012481216844786093,0,699.4369572980252,1
1,0,0,0,11,1,1,0,0,0,0,0,0,1,79.60614396037663,925.0506921046632,1,0,0,0,0,0,0,71.80975535416928,0.012835351207209666,0,945.7624441330772,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.15,70.15,1,0,0,0,0,0,1,35.075,0.014054813773717497,0,70.15,1
0,0,0,0,36,1,0,0,0,0,0,0,0,0,73.71166194765539,2583.763905368545,1,0,0,0,0,0,0,69.3725906469283,0.014054255224649268,0,2670.909074774514,1
0,0,0,0,11,1,0,1,0,1,0,0,0,1,79.5,795.65,1,0,0,0,0,0,0,66.30416666666666,0.013807820247285508,1,874.5,0
0,0,1,1,34,1,1,0,0,1,0,0,1,1,90.05,3097.0,1,0,0,0,1,0,0,88.48571428571428,0.010974822466107165,0,3061.7,0
1,1,0,0,26,1,1,0,0,0,1,0,1,1,66.05,1652.4,0,0,0,0,0,1,0,61.2,0.01572517237208177,1,1717.3,0
1,0,1,0,3,1,0,0,0,0,0,0,0,1,19.6,55.25,0,1,0,0,0,0,1,13.8125,0.05333333333333334,0,58.800000000000004,0
0,0,0,0,55,1,0,0,1,1,0,1,1,0,107.97013925315618,6084.857521212247,1,0,0,0,0,0,0,108.60260961440879,0.009055425629101124,2,5943.477133277587,1
0,0,0,0,10,1,1,0,0,0,0,1,0,1,99.99772038289505,1060.1757596438936,1,0,0,0,0,1,0,95.82697612012747,0.00949383715407923,0,1006.2759671310574,1
1,0,0,0,21,1,0,0,0,0,0,0,0,0,57.7795948421102,1193.1262548069933,0,0,0,0,0,0,0,53.85753787512525,0.017732931436085626,1,1220.9237865965056,1
0,0,1,0,11,1,1,0,0,0,0,0,0,1,74.95,825.7,1,0,0,0,0,1,0,68.80833333333334,0.01330591508406919,0,824.45,1
0,0,0,0,2,1,0,0,0,0,1,0,0,1,50.2,109.25,0,0,0,0,1,0,0,36.416666666666664,0.018140589569160998,1,100.4,0
0,0,0,0,61,1,1,0,0,0,1,1,1,1,111.44009956714629,6876.3454451706375,1,0,0,0,0,0,0,110.73315669657768,0.00888506912676383,2,6808.864378257134,1
0,0,1,1,45,1,1,0,1,1,0,0,1,1,95.0,4368.85,1,0,1,0,1,0,0,94.97500000000001,0.01029783631017083,1,4275.0,0
0,1,1,0,69,1,1,0,1,1,1,1,1,1,109.95,7634.25,1,0,0,1,0,1,0,109.06071428571428,0.009037032186241446,2,7586.55,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,85.17696402714951,85.17696402714951,1,0,0,0,0,1,0,42.588482013574755,0.011604104533182306,0,85.17696402714951,1
1,0,0,0,13,1,0,1,1,0,1,0,1,0,67.8,842.25,0,0,0,0,0,0,0,60.160714285714285,0.015416543136673585,3,881.4,0
1,0,1,0,60,1,1,0,1,0,0,1,1,0,99.70345608128977,6018.522135398205,1,0,0,0,0,1,0,97.99458624377642,0.01003977798433634,1,6024.5216826833985,1
1,0,0,0,5,1,0,0,0,0,0,0,0,1,77.93645633770092,413.63254954488974,1,0,0,0,0,0,0,67.02649542623924,0.012516941050656366,0,402.9753420247103,1
1,0,1,1,35,0,0,0,0,0,1,1,0,0,40.9,1383.6,0,0,1,0,0,0,1,38.43333333333333,0.02527805864509606,1,1431.5,0
1,0,1,0,7,1,1,0,0,0,0,1,0,1,86.5,582.5,1,0,0,0,0,1,0,72.8125,0.011996572407883462,0,605.5,1
0,0,0,0,3,1,0,0,0,0,0,0,0,1,20.75,67.1,0,1,0,0,1,0,0,16.775,0.04405286343612335,0,62.25,0
1,0,1,1,59,1,1,0,1,1,0,1,1,1,106.15,6256.2,1,0,1,0,0,1,0,104.27,0.00942913763344627,1,6262.85,0
0,0,0,0,14,1,1,0,1,0,0,0,1,0,95.76663815198849,1414.6535128264097,1,0,0,0,0,0,0,93.53139442737867,0.010042966859092816,1,1349.7094061412429,1
1,0,0,0,38,1,0,0,0,0,0,0,0,0,20.3,743.05,0,1,0,1,0,0,1,19.0525641025641,0.05107183657012298,0,771.4,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.35,69.35,1,0,0,0,0,1,0,34.675,0.014214641080312724,0,69.35,1
0,0,1,1,56,1,0,0,1,1,1,0,0,1,85.85,4793.8,1,0,1,0,0,0,1,84.10175438596491,0.011679319262534411,2,4807.599999999999,0
0,0,0,0,16,1,0,0,0,1,0,0,0,1,62.876486226157006,1044.067555724275,0,0,0,0,1,0,0,59.31231541948443,0.015962436992877704,0,1043.6100318424428,1
1,1,0,0,52,1,1,1,0,1,0,0,0,0,59.85,3103.25,0,0,0,1,0,0,0,58.551886792452834,0.01675122815494886,1,3112.2000000000003,0
0,0,1,1,51,1,1,0,0,0,0,0,0,1,23.95,1216.35,0,1,1,0,0,0,1,23.39134615384615,0.04189427855587958,0,1221.45,0
0,0,0,0,30,1,0,1,1,1,0,0,0,1,84.3,2438.6,1,0,0,0,1,0,0,78.66451612903225,0.012297097884899164,2,2529.0,0
0,0,1,0,66,1,1,0,1,0,1,1,1,1,104.05,6890.0,1,0,1,0,0,1,0,102.83582089552239,0.00957771005659556,2,6867.3,1
1,0,1,0,30,1,1,0,0,1,0,0,1,1,96.19536657008705,2953.4387681449193,1,0,0,0,0,0,0,95.25325648790722,0.0101779415961693,0,2887.1335207051147,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.1,70.1,1,0,0,0,0,1,0,35.05,0.014064697609001408,0,70.1,1
1,0,1,0,17,1,1,1,0,0,0,0,0,0,78.9,1348.95,1,0,0,0,0,1,0,74.94166666666666,0.012593059002185266,1,1341.3000000000002,0
0,1,1,0,10,1,0,1,0,0,0,0,0,0,75.3,720.45,1,0,0,0,0,1,0,65.49545454545455,0.013860974426502182,1,753.0,0
1,0,0,1,66,1,1,1,0,1,1,0,0,1,90.95,5930.05,1,0,0,1,1,0,0,88.50820895522388,0.01112787786311024,2,6002.7,0
0,0,0,0,10,1,1,0,0,0,0,0,0,1,74.29491291771132,808.8655134163458,1,0,0,0,0,0,0,73.53322849239507,0.012348242252844364,0,742.9491291771132,1
1,0,0,0,9,1,0,0,0,0,0,0,0,0,45.15,416.45,0,0,0,0,0,1,0,41.644999999999996,0.021559468199784406,0,406.34999999999997,1
0,0,1,0,23,1,1,1,1,1,0,1,0,1,99.25,2186.4,1,0,0,0,0,1,0,91.10000000000001,0.010514766389320654,2,2282.75,1
0,0,0,0,61,1,1,0,1,0,0,0,0,1,86.39407047079234,5229.655903395707,1,0,0,0,0,0,0,83.65557522373958,0.011852406308191872,1,5313.911902695561,1
1,1,1,0,35,1,1,1,1,0,1,1,0,1,100.5,3653.35,1,0,0,0,0,0,0,101.48194444444444,0.009577626664112633,3,3517.5,1
0,0,0,0,7,0,0,0,0,0,0,0,0,1,24.35,150.85,0,0,1,0,1,0,0,18.85625,0.04609812314784327,0,170.45000000000002,0
0,0,1,0,72,1,1,0,1,1,1,1,1,1,85.15,6316.2,0,0,0,1,0,0,0,86.52328767123288,0.011397454568479707,2,6130.8,0
0,0,1,0,50,1,1,0,0,0,0,1,1,1,96.18569196716568,4827.059856966771,1,0,0,0,0,0,0,94.13119740419148,0.01041963663224314,0,4836.329249712831,1
1,0,1,1,33,1,1,0,0,0,0,0,1,0,86.15,2745.7,1,0,0,0,1,0,0,80.75588235294117,0.012014417300760914,0,2842.9500000000003,1
0,0,0,0,56,1,1,0,0,0,0,0,0,0,24.907369793984138,1333.7980676448346,0,1,0,0,0,0,0,23.399966099032184,0.04195394326449086,0,1394.8127084631117,1
1,1,0,0,35,1,1,1,0,0,0,1,1,1,99.05,3554.6,1,0,0,0,0,1,0,98.73888888888888,0.009843626954663067,1,3466.75,0
1,0,0,0,30,1,1,0,0,0,0,0,0,1,90.76135538410414,2806.397542692606,1,0,0,0,0,0,0,88.27971106123468,0.010969154313793871,0,2794.3035546109904,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.03191065307467,25.03191065307467,0,0,0,0,0,1,0,12.515955326537336,0.038416290403646365,0,25.03191065307467,1
1,0,0,0,47,1,0,0,0,0,0,0,0,1,20.55,945.7,0,1,0,1,0,0,1,19.702083333333334,0.049646139220449984,0,965.85,0
1,0,1,1,5,1,0,0,1,0,1,1,1,1,99.15,465.05,1,0,0,0,0,0,1,77.50833333333334,0.010728462611307799,2,495.75,1
1,0,1,1,17,1,1,1,0,1,0,1,0,0,94.4,1607.2,1,0,0,0,0,1,0,89.28888888888889,0.010570824524312896,1,1604.8000000000002,1
0,0,0,0,17,1,0,0,0,0,0,1,0,0,92.16107310252875,1629.841609481906,1,0,0,0,0,1,0,89.07484865913587,0.010611428741213085,1,1593.8685502687313,1
0,0,0,0,8,1,0,0,0,1,0,1,1,1,94.68820007036409,740.4250792541405,1,0,0,0,0,0,0,82.26945325046006,0.0107900377328905,0,757.5056005629127,1
1,0,0,0,72,1,1,1,1,1,1,1,1,1,116.45,8013.55,1,0,0,1,0,0,0,109.77465753424657,0.008983660966616965,3,8384.4,0
0,0,0,0,34,1,0,0,1,0,0,0,0,1,49.8,1734.2,0,0,0,0,0,1,0,49.54857142857143,0.019594283079760258,1,1693.1999999999998,0
1,0,0,0,45,1,1,0,1,0,0,1,0,1,89.3,4016.85,1,0,0,0,1,0,0,87.32282608695652,0.01120001991114651,1,4018.5,1
0,0,0,1,19,0,0,0,0,0,0,0,0,1,25.35,566.1,0,0,0,0,1,0,0,28.305,0.03350379121847998,0,481.65000000000003,0
1,0,1,0,53,1,0,1,1,1,0,1,1,1,106.1,5769.75,1,0,1,0,0,0,0,106.84722222222223,0.009184248147987696,2,5623.299999999999,1
0,0,0,0,14,0,0,0,0,0,0,0,0,1,30.431006609296396,439.31266701536606,0,0,0,0,0,1,0,27.996231583313428,0.03346239822212014,0,446.9620132185928,1
0,1,0,0,1,0,0,0,1,1,0,0,1,1,43.3,43.3,0,0,0,0,0,1,0,21.65,0.022573363431151242,1,43.3,1
1,0,1,1,52,1,1,0,0,1,0,1,1,0,101.25,5301.1,1,0,1,0,0,0,0,100.02075471698114,0.009807434789988871,0,5265.0,0
1,0,0,0,37,0,0,0,0,1,0,0,0,0,52.58191344657245,2009.2396055216284,0,0,0,0,0,0,0,51.80572504601461,0.018894282510967923,0,1984.7457403397173,1
1,0,0,0,37,1,0,0,0,1,0,1,0,1,98.76132223751567,3618.2562944829037,1,0,0,0,0,0,0,92.81555806550736,0.01049496206556283,1,3748.6258236401673,1
0,0,0,0,18,1,1,1,0,0,0,0,0,0,56.25,969.85,0,0,0,0,0,0,1,51.044736842105266,0.018540454241128906,1,1012.5,0
1,0,0,0,13,1,1,1,0,0,0,0,0,1,80.0,1029.35,1,0,0,0,1,0,0,73.52499999999999,0.012617071868782454,1,1040.0,0
1,0,1,1,70,1,1,1,1,1,1,1,1,1,114.2,7723.9,1,0,0,1,0,0,0,108.78732394366196,0.009061605975481883,3,7994.0,1
1,0,1,1,29,1,0,0,0,0,0,0,0,0,20.2,558.8,0,1,0,1,0,0,1,18.626666666666665,0.05180421579135406,0,585.8,0
0,0,1,0,70,1,0,0,1,1,1,1,1,1,109.15616350077387,7594.343836671201,1,0,0,0,0,0,0,106.38781700669355,0.00926675698035933,2,7682.421049294123,1
0,0,0,0,8,1,0,0,0,0,0,0,0,0,70.13697925399246,561.6938220077096,0,0,0,0,0,1,0,62.41042466752329,0.01421739729787564,0,561.0958340319397,1
0,0,0,0,17,1,0,0,0,0,0,0,0,1,88.0960604705458,1478.335395514672,1,0,0,0,0,1,0,81.41123619297444,0.011686356221746852,0,1511.910315742674,1
0,0,1,1,62,1,0,1,1,1,1,1,1,0,108.15,6825.65,1,0,0,1,0,0,1,108.34365079365078,0.00908205342298199,3,6705.3,0
0,0,1,1,8,1,0,0,0,0,0,0,0,1,43.45,345.5,0,0,1,0,0,0,1,38.388888888888886,0.023088023088023088,0,347.6,0
0,0,0,0,68,1,1,1,1,1,0,0,1,0,76.75,5233.25,0,0,1,0,1,0,0,75.84420289855072,0.012991355017433252,2,5219.0,0
0,0,0,1,1,1,0,0,0,0,0,0,0,1,19.2,19.2,0,1,0,0,0,0,1,9.6,0.04950495049504951,0,19.2,0
1,0,0,0,69,1,1,0,0,1,1,1,1,0,104.0,7028.5,1,0,0,1,0,1,0,100.40714285714286,0.009815776371007895,1,7176.0,0
0,0,1,1,61,1,0,1,1,1,1,1,1,0,84.9,5264.5,0,0,1,0,0,0,0,84.91129032258064,0.011584844744088881,3,5178.900000000001,0
0,0,0,0,4,1,1,0,1,0,0,0,0,1,91.01331469620058,366.4744064501615,1,0,0,0,0,1,0,73.29488129003231,0.010885252382753235,1,364.0532587848023,1
0,0,1,1,16,1,0,1,0,1,0,1,0,0,64.25,1024.0,0,0,0,1,0,0,1,60.23529411764706,0.015609756097560976,1,1028.0,0
0,0,0,0,45,1,0,0,1,0,0,1,1,0,95.38858074290152,4426.538972538728,1,0,0,0,0,0,0,94.32969498675553,0.010374715847374117,1,4381.020037427024,1
1,0,0,0,45,1,0,0,1,1,0,1,0,1,99.17457183271318,4681.151481529467,1,0,0,1,0,0,0,99.99108579655537,0.009829565761473773,1,4549.192517364849,1
0,1,0,0,15,1,0,0,0,0,0,0,0,0,75.3211046543822,1147.4017607899837,1,0,0,0,0,0,0,71.71261004937398,0.01306163132525665,0,1129.816569815733,1
0,0,1,0,32,0,0,0,0,0,0,0,0,0,44.54963772384345,1347.1589265184907,0,0,0,0,0,1,0,43.78112384624778,0.023947755932771746,1,1322.9462193733505,1
0,0,0,0,23,1,1,0,0,0,0,0,1,1,93.6864807710588,2349.1929417505867,1,0,0,0,0,0,0,94.70576958870913,0.010154075040855914,0,2228.323694505823,1
